query_id	Q0	doc_id	rank	score	tag
1194 Q0 24706198 0 0.25722 tag_1194_24706198
1196 Q0 154243324 0 0.57580 tag_1196_154243324
1197 Q0 154243324 0 0.57580 tag_1197_154243324
1199 Q0 7454794 0 0.36063 tag_1199_7454794
1200 Q0 15472716 0 0.48104 tag_1200_15472716
1202 Q0 3475317 0 0.55696 tag_1202_3475317
1204 Q0 31141365 0 0.36754 tag_1204_31141365
1207 Q0 40090058 0 0.37704 tag_1207_40090058
1213 Q0 36444198 0 0.34955 tag_1213_36444198
1216 Q0 24142891 0 0.50968 tag_1216_24142891
1221 Q0 21479575 0 0.31321 tag_1221_21479575
1225 Q0 7165938 0 0.42675 tag_1225_7165938
1226 Q0 24731248 0 0.41474 tag_1226_24731248
1232 Q0 2844490 0 0.43037 tag_1232_2844490
1241 Q0 4427392 0 0.30976 tag_1241_4427392
1245 Q0 39593548 0 0.39100 tag_1245_39593548
1259 Q0 13069283 0 0.60047 tag_1259_13069283
1262 Q0 22937815 0 0.41018 tag_1262_22937815
1266 Q0 37480103 0 0.48172 tag_1266_37480103
1270 Q0 13900610 0 0.77401 tag_1270_13900610
1271 Q0 13768432 0 0.43325 tag_1271_13768432
1272 Q0 19521501 0 0.43272 tag_1272_19521501
1273 Q0 11041152 0 0.72113 tag_1273_11041152
1274 Q0 27731651 0 0.26156 tag_1274_27731651
1278 Q0 29785642 0 0.28616 tag_1278_29785642
1279 Q0 33955641 0 0.27729 tag_1279_33955641
1280 Q0 29214508 0 0.77882 tag_1280_29214508
1281 Q0 17208742 0 0.19381 tag_1281_17208742
1282 Q0 23649163 0 0.21186 tag_1282_23649163
1290 Q0 4687948 0 0.71989 tag_1290_4687948
1292 Q0 17656445 0 0.45868 tag_1292_17656445
1298 Q0 11718220 0 0.56155 tag_1298_11718220
1303 Q0 37673301 0 0.49004 tag_1303_37673301
1316 Q0 27243019 0 0.54210 tag_1316_27243019
1319 Q0 2437807 0 0.31259 tag_1319_2437807
1320 Q0 2437807 0 0.31752 tag_1320_2437807
1332 Q0 1782201 0 0.30819 tag_1332_1782201
1335 Q0 27243019 0 0.58225 tag_1335_27243019
1336 Q0 27243019 0 0.59587 tag_1336_27243019
1337 Q0 20231138 0 0.42494 tag_1337_20231138
1339 Q0 15482274 0 0.42418 tag_1339_15482274
1344 Q0 6896063 0 0.41418 tag_1344_6896063
1352 Q0 38376189 0 0.44984 tag_1352_38376189
1359 Q0 11614737 0 0.61326 tag_1359_11614737
1362 Q0 1122279 0 0.24801 tag_1362_1122279
1363 Q0 1122279 0 0.19699 tag_1363_1122279
1368 Q0 23267371 0 0.47942 tag_1368_23267371
1370 Q0 23267371 0 0.41286 tag_1370_23267371
1379 Q0 17450673 0 0.57463 tag_1379_17450673
1382 Q0 3831884 0 0.43365 tag_1382_3831884
1385 Q0 306006 0 0.48496 tag_1385_306006
1389 Q0 23895668 0 0.39270 tag_1389_23895668
1395 Q0 26008462 0 0.22361 tag_1395_26008462
