query_id	Q0	doc_id	rank	score	tag
1191 Q0 24552097 0 0.35363 tag_1191_24552097
1194 Q0 1744752 0 0.30233 tag_1194_1744752
1196 Q0 31019903 0 0.35207 tag_1196_31019903
1197 Q0 31019903 0 0.35207 tag_1197_31019903
1199 Q0 7454794 0 0.32776 tag_1199_7454794
1200 Q0 15472716 0 0.41583 tag_1200_15472716
1202 Q0 31272411 0 0.35511 tag_1202_31272411
1204 Q0 31141365 0 0.48250 tag_1204_31141365
1207 Q0 40090058 0 0.43945 tag_1207_40090058
1213 Q0 25148216 0 0.36891 tag_1213_25148216
1216 Q0 24142891 0 0.45154 tag_1216_24142891
1221 Q0 4325398 0 0.38490 tag_1221_4325398
1225 Q0 4421547 0 0.43073 tag_1225_4421547
1226 Q0 24731248 0 0.45033 tag_1226_24731248
1232 Q0 4427060 0 0.33496 tag_1232_4427060
1241 Q0 1905095 0 0.38636 tag_1241_1905095
1245 Q0 3308636 0 0.29256 tag_1245_3308636
1259 Q0 24341590 0 0.36505 tag_1259_24341590
1262 Q0 22937815 0 0.78579 tag_1262_22937815
1266 Q0 37480103 0 0.46821 tag_1266_37480103
1270 Q0 34227917 0 0.45579 tag_1270_34227917
1271 Q0 13768432 0 0.54941 tag_1271_13768432
1272 Q0 36271512 0 0.49781 tag_1272_36271512
1273 Q0 11041152 0 0.71525 tag_1273_11041152
1274 Q0 1818578 0 0.31752 tag_1274_1818578
1278 Q0 11254040 0 0.48606 tag_1278_11254040
1279 Q0 11254040 0 0.42818 tag_1279_11254040
1280 Q0 29214508 0 0.60901 tag_1280_29214508
1281 Q0 26047921 0 0.26689 tag_1281_26047921
1282 Q0 23649163 0 0.30926 tag_1282_23649163
1290 Q0 4687948 0 0.44048 tag_1290_4687948
1292 Q0 9394119 0 0.44820 tag_1292_9394119
1298 Q0 11718220 0 0.65260 tag_1298_11718220
1303 Q0 31200375 0 0.37334 tag_1303_31200375
1316 Q0 37822406 0 0.28913 tag_1316_37822406
1319 Q0 31460499 0 0.31496 tag_1319_31460499
1320 Q0 2437807 0 0.28544 tag_1320_2437807
1332 Q0 16066726 0 0.38662 tag_1332_16066726
1335 Q0 20220731 0 0.33503 tag_1335_20220731
1336 Q0 20220731 0 0.34951 tag_1336_20220731
1337 Q0 12225214 0 0.45508 tag_1337_12225214
1339 Q0 1944452 0 0.23195 tag_1339_1944452
1344 Q0 9559146 0 0.28550 tag_1344_9559146
1352 Q0 10559501 0 0.59447 tag_1352_10559501
1359 Q0 11614737 0 0.54156 tag_1359_11614737
1362 Q0 1122279 0 0.37682 tag_1362_1122279
1363 Q0 1122279 0 0.28398 tag_1363_1122279
1368 Q0 23267371 0 0.34897 tag_1368_23267371
1370 Q0 26611834 0 0.40338 tag_1370_26611834
1379 Q0 5487448 0 0.43886 tag_1379_5487448
1382 Q0 3831884 0 0.40268 tag_1382_3831884
1385 Q0 34753204 0 0.30508 tag_1385_34753204
1389 Q0 23895668 0 0.41376 tag_1389_23895668
1395 Q0 26008462 0 0.26690 tag_1395_26008462
